frase	duracao_media_masculino	total_classificacoes_masculino	classificacao_majoritaria_masculino	votos_maioria_masculino	total_positiva_masculino	total_negativa_masculino	total_neutra_masculino	duracao_media_feminino	total_classificacoes_feminino	classificacao_majoritaria_feminino	votos_maioria_feminino	total_positiva_feminino	total_negativa_feminino	total_neutra_feminino	concordancia_grupos
Um dia, o trânsito estava horrível parado por enchentes, e ele sugeriu paramos em uma ruazinha para dar um tempo, por sorte o carro tem vidros escuros dando mais segurança.	6.79975	4	negativa	2	1	2	1	51.119749999999996	4	neutra	3	1	0	3	0
Não tenho jeito mesmo, gaguejo, esqueço, o escambau.	2.8665000000000003	4	negativa	2	1	2	1	3.40525	4	negativa	3	0	3	1	1
Porém o medo de você se distanciar de mim é maior que tudo.	12.779499999999999	4	negativa	3	1	3	0	4.55675	4	negativa	4	0	4	0	1
Eu comprei uma camisa gola V vermelha com zíper pra ele.	3.2835	4	positiva	3	3	0	1	4.4102500000000004	4	neutra	3	0	1	3	0
Sempre fui muito perfeccionista, gosto sempre de dar o melhor de mim, principalmente no quesito desempenho intelectual.	6.92975	4	positiva	3	3	0	1	9.7565	4	positiva	3	3	1	0	1
Ás vezes parece que eu não sinto nada por ele, quando a gente briga.	4.438000000000001	4	negativa	2	1	2	1	5.8302499999999995	4	neutra	3	0	1	3	0
Fica aí que eu fico aqui com os meus seios, de biquinhos durinhos e salientes, loucos para serem lambidos de cima a baixo, de um lado para o outro, serem mordidos de leve e sugados por inteiro.	9.12375	4	positiva	3	3	0	1	11.899750000000001	4	neutra	3	0	1	3	0
Então, resolvem fazer um pacto, o pacto da cinderela, onde prometem umas ás outras que vão fazer tudo para emagrecer.	10.26225	4	neutra	2	1	1	2	7.341999999999999	4	neutra	2	1	1	2	1
E acho que estou ficando viciada em ver pornografia na internet.	3.7392499999999997	4	negativa	2	1	2	1	3.7402500000000005	4	negativa	3	0	3	1	1
Eu coloquei na sua vida, para você aprender o que é amar, e saber valorizar ao verdadeiro amor, quando ele chegar.	4.8365	4	positiva	3	3	0	1	14.937249999999999	4	neutra	3	1	0	3	0
Mal começamos e os problemas financeiros começaram.	2.0934999999999997	4	negativa	2	1	2	1	3.24525	4	negativa	4	0	4	0	1
Me sinto super mal de todo mundo apresentar bem e eu apresentar mal.	4.465	4	negativa	3	0	3	1	4.957250000000001	4	negativa	4	0	4	0	1
Seria maldade faltar pra um enquanto eu tenho e só não dou por que sou apegada aquilo.	26.13975	4	neutra	2	1	1	2	14.6815	4	neutra	3	0	1	3	1
Acordei como de costume as 6 e 20 para ir ao colégio, me arrumei, e fui.	3.507	4	neutra	2	1	1	2	4.48675	4	neutra	4	0	0	4	1
Nos beijamos mais e ele me levou até a esquina do meu condomínio.	2.9699999999999998	4	positiva	2	2	1	1	6.462000000000001	4	positiva	3	3	0	1	1
Eu saía cedo de casa e voltava muito tarde, isso quando eu voltava.	4.406499999999999	4	positiva	2	2	1	1	4.2265	4	neutra	4	0	0	4	0
Mas tudo bem, agora eu percebi que nunca precisei de você para nada pois até quando eu sentia falta de você e eu chorava.	23.71425	4	positiva	2	2	1	1	6.985499999999999	4	negativa	3	1	3	0	0
Gente eu sempre ando bem arrumada, cheirosa, maquiada do lado do meu namorado, nunca fiz ele passar vergonha em lugar nenhum.	22.46875	4	positiva	3	3	1	0	8.922	4	positiva	3	3	1	0	1
Escrevi este relato, a mando do pai do meu filho.	4.636	4	positiva	2	2	1	1	4.83275	4	negativa	3	0	3	1	0
Disse a ele que não tinha o que perdoar.	4.89525	4	positiva	3	3	1	0	7.55975	4	positiva	2	2	1	1	1
Eu gosto muito dela e sei que ela me ama.	2.64825	4	positiva	3	3	0	1	4.985250000000001	4	positiva	3	3	0	1	1
Ela correu logo para minhas pernas e começou a pegar no meu pênis com muita maestria.	8.272	4	positiva	3	3	0	1	7.45225	4	positiva	3	3	0	1	1
Estou procurando trabalho, talvez você tenha algum serviço para mim.	5.33625	4	neutra	2	1	1	2	7.67625	4	neutra	3	1	0	3	1
Pensando que o único meio de meus pais não brigarem comigo seria morrendo mesmo, ai não iria incomodar ninguém.	19.77525	4	negativa	4	0	4	0	6.306	4	negativa	4	0	4	0	1
Ele de imediato assumiu a mim e ao meu filho que ainda era um bebê, e foi tudo perfeito!	7.61975	4	positiva	2	2	1	1	5.19825	4	positiva	4	4	0	0	1
Vou relatar aqui a minha primeiríssima experiência neste ano de 2013.	2.48025	4	neutra	3	1	0	3	4.116750000000001	4	neutra	3	1	0	3	1
Acabei conhecendo uma pessoa que eu a amo e ela me ama também.	3.3657500000000002	4	positiva	3	3	0	1	5.77575	4	positiva	3	3	0	1	1
E quando a gente acha aquela pessoa que e toda especial que te faz sorrir esquecer do seu passado e te faz pensar no presente, não paramos de pensar nela ficamos hora obcecada por ela, nos aprendemos a gostar daquele gosta e a fazer o que ela faz só pra falar que temos muita coisa em comum,	22.084500000000002	4	neutra	2	1	1	2	21.58925	4	positiva	2	2	1	1	0
Na verdade é um milagre que eu esteja viva.	4.9755	4	neutra	3	0	1	3	6.98075	4	positiva	4	4	0	0	0
Quero compensar o que minhas colegas da faculdade fizeram por mim.	3.54075	4	positiva	3	3	1	0	4.558	4	positiva	4	4	0	0	1
Até cheirar cola já pensei em fazer, na verdade foi uma coisa mais simbólica do meu desespero, sabia que não ia adiantar em nada.	12.51675	4	negativa	3	1	3	0	7.553000000000001	4	negativa	4	0	4	0	1
Odeio quando sou tão boa e as pessoas se aproveitam disso, odeio, ter que esconder todo meu sofrimento minha dor e guardar no meu coração, EU ODEIO MINHA VIDA!	3.55725	4	negativa	3	1	3	0	5.80075	4	negativa	4	0	4	0	1
A vida dá tantas voltas.	2.2037500000000003	4	neutra	3	1	0	3	4.1905	4	neutra	4	0	0	4	1
Cada um é livre para cumprir a sua missão da maneira que desejar.	7.474	4	neutra	3	0	1	3	10.038	4	neutra	4	0	0	4	1
Enquanto o garoto tímido passa horas ensaiando alguma coisa pra dizer quando lhe ver, e fica lembrando do seu sorriso, seu olhar, até seu jeito de falar, cada expressão sua.	6.095	4	positiva	3	3	1	0	9.2445	4	positiva	3	3	1	0	1
A beleza de uma mulher está dentro dela.	7.87125	4	positiva	3	3	1	0	12.428250000000002	4	positiva	3	3	0	1	1
Pior que só tem ele lá no horário que vou, e eu fico sem graça com isso né?	2.44975	4	positiva	3	3	0	1	2.5825	4	positiva	3	3	0	1	1
Depois desta experiência, toda vez ela queria que eu fosse um homem na cama, e logo comecei a questionar o porque destas atitudes.	4.465	4	positiva	2	2	1	1	6.198	4	neutra	3	0	1	3	0
Hoje meu amigo (Luciano) me fez passar um mega mico.	15.841000000000001	4	neutra	3	0	1	3	11.723	4	neutra	3	0	1	3	1
Eu quero que você se de bem na vida e que ame alguém que tbm te ame muito.	6.3605	4	positiva	2	2	1	1	4.25525	4	neutra	3	0	1	3	0
Sei la, a cada dia que passa eu desejo menos estar aqui.	3.93375	4	positiva	3	3	0	1	6.60975	4	positiva	3	3	0	1	1
O tempo sempre ajuda mas as vezes 1 minuto sozinha dentro desse quarto escuro parece tanto tempo a mais.	3.3750000000000004	4	negativa	2	1	2	1	3.415	4	negativa	4	0	4	0	1
POR VOCÊ, ESTOU COMPLETAMENTE APAIXONADA, TE DESEJO TODOS OS BONS SENTIMENTOS, TODAS AS BOAS COMPANHIAS	4.635249999999999	4	neutra	3	0	1	3	7.99075	4	negativa	3	0	3	1	0
Tinha um lá O diário de Biloca é um livrinho pequeno e curto.	3.325	4	positiva	3	3	0	1	329.777	4	positiva	4	4	0	0	1
Ficamos o resto do dia garradinhos, combinamos de ir no shopping para ele pagar uma conta, mais quem disse que a preguiça deixou?	5.23025	4	neutra	3	0	1	3	4.925750000000001	4	neutra	4	0	0	4	1
Foi um presente dos céus.	10.20025	4	negativa	3	1	3	0	6.90275	4	positiva	3	3	0	1	0
Eu sempre fui bem restrita a minha vida de masturbação, vamos combinar, se tocar é maravilhoso, mas ninguém sai por ai contando e nunca tinha comentado esse assunto com um amigo.	6.83375	4	positiva	4	4	0	0	2.4995	4	positiva	3	3	0	1	1
Percebi que quase não batia sol, e que a maior dificuldade seria as roupas, percebi que a Helen não estava feliz, mas sabia eu que ajudaria ela, meu dinheiro já estava acabando, ela com o nome sujo e atolado de contas não poderia me ajudar tão cedo.	5.845	4	positiva	3	3	1	0	9.380749999999999	4	neutra	4	0	0	4	0
Eu não consigo mais esconder a tristeza, e as lágrimas já tomaram conta dos meus olhos.	50.38875	4	neutra	2	1	1	2	123.92225	4	negativa	4	0	4	0	0
Os momentos ao seu lado são sempre tão perfeitos sabe.	2.73875	4	negativa	2	1	2	1	4.80275	4	negativa	4	0	4	0	1
Falei com meu ex.	3.374	4	positiva	3	3	0	1	3.3249999999999997	4	positiva	4	4	0	0	1
Fiquei com um pouco de raiva porque ele não atendeu aos meus telefonemas.	2.0084999999999997	4	neutra	3	1	0	3	2.5475	4	neutra	3	0	1	3	1
Presta atenção nas músicas que escuto e nas coisas que eu posto.	3.43575	4	negativa	2	1	2	1	4.8685	4	negativa	3	0	3	1	1
Amor platônico que me enche a alma.	2.97225	4	positiva	3	3	0	1	5.938	4	positiva	3	3	0	1	1
Tenho inúmeras fotos de você com outras pessoas que eu odeio.	1.98875	4	positiva	3	3	1	0	2.79125	4	positiva	2	2	1	1	1
Eu peço a Deus que me de paciência, porque tudo é uma fase.	8.63525	4	negativa	3	0	3	1	7.193499999999999	4	negativa	3	0	3	1	1
Fico em cima dele, faço cavalgada, digo que paguei essa porra de motel durante uma hora e meia e quero transar até uma hora e meia.	2.864	4	positiva	2	2	1	1	4.5705	4	negativa	2	1	2	1	0
Eu respeito muito os animais, aprendi que não devemos maltratar de jeito nenhum os animais.	9.4325	4	positiva	2	2	1	1	8.692	4	neutra	3	1	0	3	0
Procurei como nunca.	3.97525	4	positiva	3	3	1	0	4.749499999999999	4	positiva	4	4	0	0	1
Me sinto segura perto dele, ele é um fofo e me faz sentir super bem, amo pegar nos seus cabelos , amo segurar a sua mão e vê-lo desenhar .	2.5789999999999997	4	neutra	3	1	0	3	2.9364999999999997	4	neutra	4	0	0	4	1
Agora eu sou sustentada por memórias, sabia?	3.574	4	positiva	3	3	0	1	7.455	4	positiva	4	4	0	0	1
Estamos vivendo em um mundo onde a aparência física vale mais do que a aparência interior.	3.2752499999999998	4	negativa	2	1	2	1	5.5045	4	neutra	3	0	1	3	0
Estou aqui postando isso, sei nem pra quer serve mas vamos lá né .	4.65375	4	positiva	3	3	1	0	4.506749999999999	4	negativa	3	0	3	1	0
Entrei neste fórum e vi pessoas super legais e inteligentes.	2.80725	4	neutra	3	0	1	3	6.38075	4	neutra	4	0	0	4	1
Não consigo, a minha vida acabou, não sei o que fazer.	7.594250000000001	4	negativa	3	1	3	0	10.5715	4	negativa	4	0	4	0	1
Mas eu acabei lendo e me interessei pra caramba nele.	3.2215	4	negativa	3	0	3	1	3.5902499999999997	4	negativa	4	0	4	0	1
Uma sensação de fracasso tomou conta de mim, tristeza, desânimo e um total desalento pela vida.	5.300000000000001	4	negativa	3	1	3	0	5.1975	4	negativa	3	0	3	1	1
Quero dirigir carro, ser independente, ser uma psicóloga bem sucedida.	2.07075	4	negativa	3	1	3	0	4.827500000000001	4	negativa	4	0	4	0	1
Eu te Amo e cada gesto seu vai ficar aqui dentro do meu coração pra lembrar do teu amor por nós, eu te amo.	2.03875	4	positiva	3	3	1	0	4.712	4	positiva	3	3	0	1	1
Amo meu namorado , passamos por tantas coisas juntos e ele é sem duvida o melhor namorado que alguém pode querer.	4.0335	4	positiva	2	2	1	1	8.53275	4	positiva	4	4	0	0	1
Passei um bom tempo refletindo se iria tomar ou não, como se aquilo fosse um veneno ou algo do tipo.	2.632	4	positiva	3	3	0	1	3.794	4	positiva	3	3	0	1	1
Semana passada transei com meu namorado na casa dele.	4.3245000000000005	4	positiva	2	2	1	1	7.278499999999999	4	neutra	4	0	0	4	0
Nossos rumos mudaram, mas não se perderam; ainda estou aqui, e o melhor de tudo, é que tenho certeza que você ainda está ai também.	3.5985000000000005	4	positiva	3	3	0	1	3.09475	4	neutra	3	1	0	3	0
O velho pediu que com cuidado as tirassem dos sacos e viu que eram verdadeiramente formosos exemplares.	7.79425	4	positiva	3	3	0	1	6.9765	4	positiva	3	3	1	0	1
ste é o conselho que deixo pra vocês: SE VALORIZEM, TODOS TEM UMA ALMA GÊMEA!	6.36575	4	positiva	4	4	0	0	14.495249999999999	4	positiva	4	4	0	0	1
Tipo, semana passada eu fiz o cabelo dela, pois eu faço curso de cabeleireiro, então tenho que treinar, mas claro que uma escova e chapinha, sei fazer perfeitamente.	4.21725	4	positiva	3	3	1	0	7.66225	4	positiva	3	3	0	1	1
E por falar nisso, segunda que vem começam minhas aulas na faculdade.	8.967	4	negativa	3	0	3	1	15.584249999999999	4	negativa	2	1	2	1	1
Saí no sábado para o chá de panela da minha prima que logo vai se casar.	4.05775	4	positiva	4	4	0	0	4.184	4	positiva	4	4	0	0	1
Vivos, alegres e comunicativos, estes seres geminianos, leves e desencanados, parecem estar sempre bem com todos.	8.05225	4	neutra	3	1	0	3	4.21375	4	neutra	4	0	0	4	1
Em relação ao nosso filho ele não mudou em nada sempre cumpriu com o papel que assumiu perfeitamente um ótimo pai disso jamais me queixaria.	2.10025	4	positiva	4	4	0	0	10.8245	4	positiva	3	3	1	0	1
Mas é que pra mim é tão dificil conseguir te agradar.	4.91625	4	negativa	3	0	3	1	5.686999999999999	4	negativa	3	0	3	1	1
SÓ QUE ELE COMECOU A DESVIAR O OLHAR DA TV PRA MIM, EU FINGIA QUE NÃO VIA E CONTINUAVA FOCADA NA TV.	5.180250000000001	4	negativa	3	1	3	0	4.6995000000000005	4	negativa	4	0	4	0	1
Não fiquei surpresa e nada demais.	4.6265	4	positiva	4	4	0	0	3.89875	4	positiva	4	4	0	0	1
Já esqueço totalmente de onde estou, e deixo de me importar com as pessoas ao redor, quando estou com ele, é como se só existisse nós dois ali.	4.43775	4	neutra	4	0	0	4	4.63125	4	neutra	4	0	0	4	1
Quando achei que teria paz, meus irmãos mais velhos eram muito agressivos, eles batiam por qualquer coisa, alias batiam não, espancavam, uma vez meu irmão deu um chute na minha barriga, que eu fiquei menstruando por quase dez dias.	7.023	4	positiva	3	3	0	1	13.846499999999999	4	positiva	3	3	1	0	1
Olhar disfarçadamente pra uma mulher bonita é natural, qual a mulher que não sabe que um homem bonito passou por ela também?	5.85125	4	negativa	4	0	4	0	10.6455	4	negativa	4	0	4	0	1
Atitude de uma tola apaixonada.	33.46375	4	positiva	3	3	0	1	7.5465	4	positiva	3	3	0	1	1
Vou jantar, ficar com o menino mais lindo do mundo.	4.7545	4	positiva	2	2	1	1	3.3452499999999996	4	negativa	2	1	2	1	0
QUE VOCÊ TRAGA CONSIGO,O AMOR , A SABEDORIA , A PAZ , A CALMA E O ESPIRITO DE JUSTIÇA.	3.6167499999999997	4	positiva	4	4	0	0	3.8245	4	positiva	4	4	0	0	1
Só que eu não aguentei isso, ser tratada como amiga na frente dos outros pra depois quando estávamos a sós ter qualquer tipo de toque.	3.044	4	positiva	4	4	0	0	5.73775	4	positiva	4	4	0	0	1
Estou tendo um relacionamento com uma pessoa do local de trabalho, sim trabalhamos na mesma empresa mas em locais distintos, descreve-lo é falar de um homem alto, com uma voz que te faz ficar toda molhadinha, sim é uma voz que dispensa comentários.	7.2307500000000005	4	negativa	3	1	3	0	9.8555	4	negativa	3	0	3	1	1
Nossa como você esta magra, bonita. Vamos sair para comprar calças, sempre faço isso com sua irmã, acho que podemos fazer.	36.82525	4	negativa	3	0	3	1	4.474	4	negativa	3	0	3	1	1
PUTA QUE PARIU DE NOVO, ela foi chamada na diretoria, deu os nomes de todo mundo que estava no jogo, e todas foram chamadas, uma a uma como se fosse na delegacia.	13.325999999999999	4	positiva	3	3	0	1	8.599	4	positiva	3	3	0	1	1
Você jurou também, que perdoaria os meus erros e os meus defeitos, que qualquer deslize que eu tenha tido, você perdoaria, pois o bem que lhe fizera, supriria qualquer dor.	6.763250000000001	4	negativa	3	1	3	0	8.46	4	negativa	4	0	4	0	1
O importante é tentarmos, ao longo das nossas vidas, termos sempre algum anjo com o qual possamos contar nas horas difíceis para nos dar alento.	12.838750000000001	4	positiva	2	2	1	1	13.53525	4	negativa	2	1	2	1	0
E não, não foi o remédio, porque ele demora muito pra fazer efeito, não é assim de uma hora pra outra.	6.5995	4	positiva	4	4	0	0	9.206999999999999	4	positiva	2	2	1	1	1
Confesso que gostei muito de ficar com ela, foi muito bom, mas sai fora achei que ela não iria querer me ver outras vezes.	1.7537500000000001	4	positiva	4	4	0	0	2.2675	4	positiva	4	4	0	0	1
Entregando-nos demais, acreditando e sempre sofremos com isso.	5.517500000000001	4	neutra	2	1	1	2	10.3545	4	negativa	2	1	2	1	0
Tive uma crise de choro enquanto fazia sexo com meu namorado, acusando ele de não me amar, de me tratar como um objeto e pra ele não tocar mais em mim.	5.851000000000001	4	negativa	2	1	2	1	7.5855	4	negativa	3	0	3	1	1
Coisas materiais podem ser jogadas fora.	6.92925	4	negativa	3	0	3	1	6.9965	4	negativa	4	0	4	0	1
Me acariciava com tanta vontade, com tanto tesão.	4.37425	4	positiva	4	4	0	0	4.046250000000001	4	neutra	4	0	0	4	0
Depois disso ficávamos de vez em quando, escondidos, para ninguém mais atrapalhar.	2.0625	4	positiva	4	4	0	0	4.875249999999999	4	positiva	4	4	0	0	1
Passei o final de semana inteiro fazendo um vídeo para o meu namorado para esse dia fora o conjunto de roupa intima novo que eu comprei para hoje.	3.21875	4	positiva	2	2	1	1	13.750499999999999	4	negativa	2	1	2	1	0
A janela não está com suas dezenas de xampus.	3.9457500000000003	4	neutra	3	1	0	3	11.078999999999999	4	neutra	2	1	1	2	1
Eu me sinto muito suja, então eu entrei molhei o meu corpo, passei a mão no sabonete que estava na minha mesa, porque eu havia comprado para conhecer a mãe dele.	3.33975	4	neutra	3	1	0	3	6.0435	4	negativa	2	1	2	1	0
Eu vejo que a chuva cai de acordo com minhas lágrimas , eu vejo que o dia está horrível e vejo a consequência em meu corpo.	10.20825	4	negativa	2	1	2	1	9.0785	4	negativa	3	0	3	1	1
Hoje fui dormir 9h da manhã porque eu tinha ido dormir na casa do meu namorado sem meus pais saberem.	6.50675	4	positiva	3	3	0	1	8.693	4	neutra	3	1	0	3	0
Essa tia apesar de me dar de tudo era um demônio, ela gritava comigo, deixava os outros parentes me maltratar e bater, as vezes me batia, me deixava de castigo em lugares onde eu morria de medo, enfim ela era e é uma bruxa falsa, nojenta e ruim.	9.426499999999999	4	positiva	4	4	0	0	6.48825	4	positiva	3	3	0	1	1
Ele conversava virado para mim com a mão no encosto do meu banco e, estranhamente comecei a sentir bem ficar ali com ele.	7.108	4	negativa	4	0	4	0	11.1365	4	negativa	4	0	4	0	1
Obrigada Deus por fazer tudo isso pra mim.	11.2365	4	positiva	3	3	0	1	15.955749999999998	4	positiva	3	3	0	1	1
Minha mãe só liga para pedir as coisas para mim, ela não é capaz de vir me visitar, de ser presente em minha vida, quando vem em minha casa só fica reclamando da vida para eu me comover e dar dinheiro.	44.212999999999994	4	positiva	3	3	0	1	2.8435	4	positiva	3	3	0	1	1
Todos nós temos o dever de contemplar a luz que existe em cada um.	11.678	4	negativa	3	0	3	1	8.381	4	negativa	4	0	4	0	1
Tudo vai ficar bem! Chegarei mais cedo hoje, vou preparar o macarrão que tanto você gosta, quer tomar alguma coisa, dormiu sem comer nada.	96.2315	4	neutra	4	0	0	4	7.26875	4	neutra	2	1	1	2	1
De tudo, guarda o teu coração, pois é dele é que procedem as águas da vida.	5.4935	4	positiva	3	3	0	1	10.9605	4	neutra	2	1	1	2	0
Fui me arrumar na casa de uma amiga minha e iria me beber na casa da minha melhor amiga.	2.605	4	positiva	4	4	0	0	6.946750000000001	4	neutra	2	1	1	2	0
Estou com uma vontade imensa de me bater de tanto ódio que eu estou de mim.	6.2225	4	neutra	2	1	1	2	7.22825	4	neutra	4	0	0	4	1
Ontem discuti com minha irmã mais velha, ela é muito chata e metida.	3.0090000000000003	4	negativa	4	0	4	0	8.286249999999999	4	negativa	4	0	4	0	1
